ResponseId,,Q4_0_35_RANK,Q4_0_36_RANK,Q4_0_37_RANK,Q4_0_38_RANK,Q4_0_39_RANK,Q4_0_40_RANK,Q4_0_41_RANK,Q4_0_51_RANK,Q4_0_50_RANK,Q4_0_44_RANK,Q4_0_52_RANK,Q4_0_46_RANK,Q4_0_47_RANK,Q4_0_48_RANK,Q4_0_49_RANK,Q4_1_35_RANK,Q4_1_36_RANK,Q4_1_37_RANK,Q4_1_38_RANK,Q4_1_39_RANK,Q4_1_40_RANK,Q4_1_41_RANK,Q4_1_51_RANK,Q4_1_50_RANK,Q4_1_44_RANK,Q4_1_52_RANK,Q4_1_46_RANK,Q4_1_47_RANK,Q4_1_48_RANK,Q4_1_49_RANK,Q4_2_35_RANK,Q4_2_36_RANK,Q4_2_37_RANK,Q4_2_38_RANK,Q4_2_39_RANK,Q4_2_40_RANK,Q4_2_41_RANK,Q4_2_51_RANK,Q4_2_50_RANK,Q4_2_44_RANK,Q4_2_52_RANK,Q4_2_46_RANK,Q4_2_47_RANK,Q4_2_48_RANK,Q4_2_49_RANK,Q5_0_47_RANK,Q5_0_48_RANK,Q5_0_49_RANK,Q5_0_50_RANK,Q5_0_51_RANK,Q5_0_73_RANK,Q5_0_52_RANK,Q5_0_53_RANK,Q5_0_54_RANK,Q5_0_74_RANK,Q5_0_56_RANK,Q5_0_57_RANK,Q5_0_59_RANK,Q5_0_71_RANK,Q5_0_61_RANK,Q5_0_62_RANK,Q5_0_63_RANK,Q5_0_64_RANK,Q5_0_65_RANK,Q5_0_66_RANK,Q5_0_67_RANK,Q5_0_68_RANK,Q5_0_69_RANK,Q5_0_70_RANK,Q5_1_47_RANK,Q5_1_48_RANK,Q5_1_49_RANK,Q5_1_50_RANK,Q5_1_51_RANK,Q5_1_73_RANK,Q5_1_52_RANK,Q5_1_53_RANK,Q5_1_54_RANK,Q5_1_74_RANK,Q5_1_56_RANK,Q5_1_57_RANK,Q5_1_59_RANK,Q5_1_71_RANK,Q5_1_61_RANK,Q5_1_62_RANK,Q5_1_63_RANK,Q5_1_64_RANK,Q5_1_65_RANK,Q5_1_66_RANK,Q5_1_67_RANK,Q5_1_68_RANK,Q5_1_69_RANK,Q5_1_70_RANK,Q5_2_47_RANK,Q5_2_48_RANK,Q5_2_49_RANK,Q5_2_50_RANK,Q5_2_51_RANK,Q5_2_73_RANK,Q5_2_52_RANK,Q5_2_53_RANK,Q5_2_54_RANK,Q5_2_74_RANK,Q5_2_56_RANK,Q5_2_57_RANK,Q5_2_59_RANK,Q5_2_71_RANK,Q5_2_61_RANK,Q5_2_62_RANK,Q5_2_63_RANK,Q5_2_64_RANK,Q5_2_65_RANK,Q5_2_66_RANK,Q5_2_67_RANK,Q5_2_68_RANK,Q5_2_69_RANK,Q5_2_70_RANK,Q6_0_108_RANK,Q6_0_105_RANK,Q6_0_110_RANK,Q6_0_102_RANK,Q6_0_100_RANK,Q6_0_107_RANK,Q6_0_101_RANK,Q6_0_106_RANK,Q6_0_99_RANK,Q6_0_103_RANK,Q6_0_98_RANK,Q6_0_96_RANK,Q6_0_104_RANK,Q6_0_97_RANK,Q6_1_108_RANK,Q6_1_105_RANK,Q6_1_110_RANK,Q6_1_102_RANK,Q6_1_100_RANK,Q6_1_107_RANK,Q6_1_101_RANK,Q6_1_106_RANK,Q6_1_99_RANK,Q6_1_103_RANK,Q6_1_98_RANK,Q6_1_96_RANK,Q6_1_104_RANK,Q6_1_97_RANK,Q6_2_108_RANK,Q6_2_105_RANK,Q6_2_110_RANK,Q6_2_102_RANK,Q6_2_100_RANK,Q6_2_107_RANK,Q6_2_101_RANK,Q6_2_106_RANK,Q6_2_99_RANK,Q6_2_103_RANK,Q6_2_98_RANK,Q6_2_96_RANK,Q6_2_104_RANK,Q6_2_97_RANK
R_6qBDUJFKWbxb9oN,,,2,,,,1,,,,4,,3,,,,,,6,1,5,,2,4,3,,,,,,,4,,,,,,,,,,5,,1,2,3,1,,2,13,,,,11,12,,4,7,6,,,,8,9,10,,3,,5,,,,,,6,4,1,,,,,,,2,,3,,,,,,,,5,,2,,,,,,,,3,,,,,4,,,,,1,,5,,,,3,,1,,,,,,,,2,,,2,,4,,6,5,,1,,,3,,,,,,,,,,2,,5,1,,,4,3
R_5nNEsju5lzk3ebo,,1,,4,2,3,,,,,,,,,5,,,,,,,,,,,,,2,3,,1,,,,,,,,1,,2,3,,,,,1,,2,,,,3,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,1,2,1,3,2,,,,,,,,,,,,,,,,,,1,,,3,4,,2,,,,,,,,,4,3,,,1,,2
R_3lY4Z1wO7m0vV2O,,7,,6,2,1,,5,4,3,,,,,,,,2,,,,1,,,,3,,,,,4,,,,,,,,,,,3,1,2,4,,4,,,,,,,,1,,,,2,,,,,,3,,,,,,,,9,1,,,4,2,,,5,12,,6,,3,7,11,,,10,,8,,,7,,,4,3,,,,2,,,,,8,,,,,6,,5,,1,3,,5,,,2,,,,4,1,,,,,,,1,,,,,,,,2,,,,1,,,2,,3,5,6,,,,7,4
R_77vNSlJaiddWYjE,,,,1,6,3,,2,5,4,,,,,,,4,,,,,,,,,,2,,5,1,3,,4,,,,3,,,,1,,2,,,,5,,1,,,,,,,,,,2,,,,,,4,,,,3,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,3,,4,,,1,,,2,3,,,5,,,,,,2,,3,,,,,1,,,,,,,,,,1,,,2,,,3,
R_7rHhS6QDkUTEPIZ,,3,,4,1,2,,5,,,,,,,,,,,,,,1,,2,4,,5,,3,,,,4,,,,,,,,5,,2,,1,3,,1,4,6,8,,,,2,,,7,5,,3,,,,,,,,,,1,,,,,3,,,,,5,,,8,,,,,,4,,2,7,6,,,,,,,1,7,,5,,,,,,2,3,6,8,,4,,,,5,,4,3,2,,,,,,1,,,,,3,,,,,,2,5,4,,1,,,,,,,,2,3,,,,,,4,1
R_5dG4QVd4OmS28fz,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,2,,,,,,,,,,1,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,1,,,,,,,,2,,,,,,,2,,,,1,,,,,,,,,,,,,2,,1,,,,
R_3qUe1tTSP4Eshqh,,,,2,1,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,1,,,,,,,,2,,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,2,,,,,,,,1,,,,2,,,1,,,,,,,,,,,,1,,,2,,,,,,,,
R_3Cwpi5FnosiM5Ql,,3,,,,,,,,,,5,,2,1,4,,4,,,,3,,,,1,,2,,,,,,1,4,3,,,2,,,,,,,,3,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,4,,,3,,,,2,,,,,,1,,,,,,1,,,,,,,,,2,,4,,,5,3,,,,,,,,,,,2,,,1,,,,,,,,,,2,,,,,,,,1,,,,,3,,,2,,,,,1,,,
R_74CegufVdJFtENX,,2,3,,,,4,,,,6,5,1,,,,,,2,5,3,,,4,1,,,,,,,,,,,,,2,,,,,,3,4,1,15,,6,,,,3,12,9,13,11,8,14,,,5,2,1,7,,4,,10,,,,,,2,3,,,,,,,,1,,,,,,,,5,,4,,4,,2,,,,,,,,,,,3,,,,,1,,,,,2,,5,,,1,,,,4,3,,,,,5,,2,6,,,3,4,,,7,,1,,,,,,,1,,,,,,2,
R_3SHmy4xbZ7aSt2c,,,6,3,,5,8,4,,1,,,7,2,,,,,,2,,,,,,4,,,,3,1,3,,,,,,,2,,,1,,,,,,,4,2,5,3,8,7,12,,6,,14,,13,,10,,1,11,,,,9,4,,,,,,,,,,,6,,,,1,,3,,,2,,5,,,2,,,,,,,,1,,,,3,,,,,,,,4,,,1,,7,2,3,6,,,,,4,5,,,,5,,,,,2,,3,1,,,4,,,,,,,,,2,,,,,,1
R_7exyhM8VaOS0bf7,,1,,,,,2,,,,,3,,,,,,,3,1,2,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,1,,2,,,,,,3,,,,7,,,,,4,6,,,,5,,,2,,3,,,,4,,8,5,1,,,,,,,,,7,6,,,,,,,,,,,,,,,,,2,,,,,,,,,1,3,,,1,,2,,,,,,,,,,,,,3,,,1,,,2,,,,,,,,,,1,,,,,,,2
R_5MWXVu4gfy8IhqE,,,,1,2,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,2,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,2,,,,,,1,
R_7OYBUwsrLdcAkOf,,1,,2,4,5,,,,,,3,,,,,,5,,,,2,,3,4,1,,6,,,,,,,,,,3,,,,,,2,1,4,5,,,,,,,,1,,,,2,,,,,,3,,4,,,,,,4,,,,,,,,,2,,,,,3,1,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,1,,,,,,,1,,,2,,,,,,,,,,,,,,,2,,,,,1
R_77Wo7AX8FX6jSkO,,,,1,4,2,,,3,,,,,,,,,1,,,,2,,,,3,,,,,,8,,,,,,6,,1,,3,2,4,5,7,,,,,2,5,,,,3,,,,,6,,,,,4,,7,,1,11,12,,6,,,2,9,7,,3,,4,,,5,,,1,,8,,10,,,,5,,,,,,,,,2,,4,,,3,1,,,,,,,,2,,,4,1,,3,7,,6,,,5,1,,2,,,,4,,,3,,,5,,,,,2,,,,,,,,1,,
R_6a8h7GA9uktJJnP,,,,,,,,,,,,,3,,1,2,1,8,6,3,9,2,,7,,5,,,4,,,,,,,,,2,,3,,1,,,,,,2,,1,,,,3,,4,5,,,,9,,,,,6,8,7,,,2,,9,,,,4,,1,,,6,12,,,7,11,8,10,,,,5,3,,,,,1,3,,,,,,,,2,,,,,,,,,,,1,,2,,,,,,,3,,,4,,,1,,,6,8,4,5,3,,2,,,7,,,,1,,,,,,,,2,,
R_5Of7dRRdhjgQgx8,,2,,,,,,1,,3,,4,,,,,,2,,,,3,,,,,,1,,,,,,1,2,4,,,5,,6,,,3,7,8,5,,3,,,,,1,,,11,2,4,,,,10,6,7,,8,,9,,,,,,4,,5,,,,,,,1,,2,,,,,,3,,,,4,,2,,5,,,3,1,,,,,6,,,,,7,,,,8,4,,3,,,1,,,,,2,,,,,1,,,6,,3,4,2,,,,,5,,,,4,,,,,,2,,3,1,
R_3CIdft5RdR61zup,,,2,4,3,1,6,,,,,,,,5,,6,,,,,,2,3,,4,5,1,,,,,,,,,,,,1,,,,3,,2,,2,,,10,3,,6,,4,,,,,7,8,9,5,,,,,,1,7,,1,4,,,,,,,2,6,8,3,,,,,,,,,5,,,,,,,,3,,6,,,,,,,,,,2,5,4,1,,,4,2,5,,1,3,,,,,,,,,,,,,,,,,1,2,3,,4,5,,,,1,,,3,4,,,,2,,
R_7J9veBXLSY55uAK,,3,9,7,1,6,,5,4,2,,,,,,8,,,,,,3,,,,2,4,1,,,,,,,,,,,,,,,,1,2,,1,,2,,,,,,7,,,3,4,,,,,,6,,,,5,,,,,3,,,,7,,5,,,,,1,,,,,,6,2,,4,,4,,,2,,5,,,,3,,,,,,,1,,,,,,,,,,2,,,,,,,,1,,,,,3,,,1,,,,,2,,,,,,,,1,,,2,,,,,,
R_6ZNCxvwMal1VepA,,9,,,,,,6,8,4,,2,1,5,3,7,,,1,4,2,3,,,,,,,,,,,1,,,,,,,,2,,,,,,3,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,2,,,,,,,,,,1,,,,,1,,,,,,,2,,,,,,,,,,1,,,2,,,,,,
R_7yubXCvIYehEyAN,,,,1,3,4,,,2,,,,,,,,1,,,,,,,,,,,,,,2,,1,,,,2,,,,,,,,,,,,1,,,,,,,,,2,,,,,,3,,,,,,,1,,,,3,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,,,,,,,1,,,,,,,,,,,,2,,,1,,,,,3,,,,,,,,2,,,1,,,,,,,,,,,,,1,,,2,,,,
R_3LbtNcvgHeZaT1p,,,1,,,,2,,,,,,,,,,,,1,3,2,,,,,,,,,,,,,,,,,,,,,1,,4,3,2,1,,2,3,,,,,,,,,4,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,3,,,,,,,,,,1,,,,1,,,,2,,,4,,,3,,,,,,,1,,,,,,,,2,,,,,,,,1,,,,,,,2,
R_190KX1mmNSQJVRB,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,2,,,1,2,,,,,,,,,,,,1,,10,9,,,,,3,,,6,2,,,,7,,4,,5,,8,,,,,,,3,,4,,1,,,,,,,,,,,,,,2,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,2,,,,,2,,,3,,,,,1,,,,,,,,1,,,2,,,,,,
R_5fqZVY0lzRfMueO,,2,,,,1,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,2,1,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,2,,,,,1,,,,,,,,,,,,2,,,,,,,,1,,,,,,,2,,,1,,,,,,
R_1NXlF0vbkn5HVDM,,,1,,,,,,,,2,,3,,,,,,2,4,8,,5,7,,,3,,6,,1,3,,,,,4,,,2,,,,,1,,1,,6,15,,,14,,,5,3,9,10,,13,12,11,4,7,,2,,8,,,,,,5,,,2,3,,,,,1,,,,,,,,,,4,,2,,,,1,,,,,,,,,,,,,,3,,4,,,1,,,4,,6,,3,2,,5,,,,,1,,,,,,,,,,2,,3,,,5,,4,,3,,,1,,,2,
R_7vwGYNWPHNVEXWp,,,1,2,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,1,2,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,2,,,1,
R_6wtPpHUyjs4Y463,,3,,,2,1,,5,,4,,,,,,,,3,,,,1,,,,2,,4,,5,,,,5,,,,,2,,,3,,4,,1,4,,1,7,,,,,9,,,8,6,,,,10,5,3,11,,,2,,,7,,,8,5,,,,4,,,,3,2,,,,,,,1,,6,,,,,,,4,3,,,2,,,,,1,,,,,5,,,,,,,,,,,,,2,1,,,,,,,,,,,1,2,,,,,,3,,2,,,1,,,,,,,,
R_7anUismzyvz6YUQ,,2,,,,,,1,,,,,,,,,,,,,1,,,,,2,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,,,2,,,,,1,,,,,,,,,,,,1,,,,,,,2,,,,,,,,,,,,2,,,,,1
R_5jiUwWsemu7o8Fs,,1,,,,,,,,,,2,,,,,,1,,,,3,,,,4,,5,2,,,,,7,4,6,,2,8,3,,,,,1,5,2,4,6,,,,10,,,,,9,8,,,3,,,7,1,,,5,,,,,3,,,,2,8,7,4,,,,,,1,6,,,5,,,,,,,,4,2,,,,,,,,3,5,,,,,,,6,,1,,,,,,2,,,,,1,,,,1,,2,,,,,,,,,,,,,,,,,,1,,,,,,,2
R_6rJ8fteTsRMPqUN,,1,,,,,4,,2,,,,,,,3,,,,,5,,2,,,4,,1,,3,,,2,1,3,,,,,4,,6,,5,,,,,,2,,,,,4,,,,,,1,,,,,,,,,3,,4,9,,12,,13,1,,,14,15,8,,,6,11,3,5,7,,10,2,,1,,,,,5,,,,3,,,,4,,,,,,,2,,,,2,,,,,,1,,,,,,,,,4,,,,,,2,,3,,,,1,,,1,2,4,3,,,6,,5,7,8,
R_5Rt3LBR4Z3g7Nqs,,,,2,1,,,,,,,,,,,,,,,,,1,,,,2,,,,,,1,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,2,,,,,,,2,,,1,,,,,,,,,,,,1,,,,,2,,,
R_65HFA5ORhKpSgut,,4,,,,,,,2,5,,3,,7,6,1,,1,2,5,3,,4,,,6,,,,,,,,,,,1,,,,,,2,,,,1,11,7,3,,15,4,,6,,,2,5,8,,,14,10,9,13,,,12,,,,,,,,,3,,,2,,,,,1,,,,,4,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,1,3,,2,,,,4,,6,5,,7,,,,,,2,3,4,,1,,,,,1,,,3,,,,,,,,,2,
R_5geBIK2OY3wS9E8,,,4,,,,1,5,,,2,,3,,,,5,,1,2,3,,,4,,,,,,,,,,,,,,,,5,,4,,3,2,1,2,,6,10,,,,,,,,3,4,,,,8,1,9,5,,,7,,,,,,,,2,1,6,,4,,,,8,7,,,,,3,,,5,,4,,,5,6,,,,3,,,,2,,,,,,,,1,,,,,,2,,,,,,,,1,,,2,9,,,6,,4,7,8,3,,,5,1,,,2,,,1,,,,,3,,,
R_6bm8gVKCzrPizkt,,5,2,,,4,1,3,,,,,,,,,,,,1,,,,,,,,5,4,3,2,,,1,,,,,2,4,5,3,,,,,3,1,,2,,8,6,,5,,7,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,1,4,6,3,,,,,,,,,,,,,,,2,1,3,4,,,,,,,,,1,,2,4,3,,,,5,,,,,,,3,,,,4,2,,,,1,5,2,3,,,,,,,,1,,4,,
R_7eVBLnyN6N4Gc7i,,,,2,1,3,,,,,,,,,,,,2,,,,1,,,,3,,,,,,3,,,,,,,,,,1,2,4,,,3,,14,,,,11,1,12,,5,2,13,,,9,4,7,6,,8,,10,,,,,3,,,,,,,,,,,2,,,,,4,,,,1,,4,,,5,3,,,,1,,,,2,,,,,,,,6,,,,,1,3,,,,,,,,2,,,1,,,,,2,,,,3,4,,,,,4,,,7,,3,2,1,,,,6,5
R_5jJTKdOjAp5HSZg,,,3,5,1,2,4,,,,,,,,,,,,,,,,,,,,3,2,5,1,4,1,,,,,,5,2,4,3,,,,,,3,,8,4,,,,,,,,1,7,,,2,,,,,5,,6,,,3,,,7,8,4,,1,,,,,,2,,,5,,6,,,,,,,,,,,,5,,7,8,,,3,,,2,,1,,,4,,6,5,,,3,,,4,,,,,2,1,,,3,,,2,,,4,,,5,,,1,,,2,,,3,,,4,1,,,,
R_1rj5NRCeHp3Wuc9,,1,,,,,,6,,,,2,,5,3,4,,4,2,3,1,,,5,6,,,,,,,,,,,,3,,,,2,,1,,,,,2,,,,,,,,,,,,,3,,,,,,,1,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,2,,1,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,1,,,,,,,,2,,
R_6irvBpsHgsdplxn,,6,,,,,,4,,,,5,,3,1,2,,,3,5,4,,,2,1,,,6,,,,,3,,,,2,,,,1,,,,,,13,,1,6,,,,,5,,4,2,3,,,,11,10,12,9,8,,7,,,,,,,,1,4,,,,,,,3,2,,,,,,,,,,2,,,4,7,,,,1,,,,3,,,,,,,,6,,5,2,,3,,,,,,,1,,,,4,,5,,2,3,4,,1,6,,7,8,,,,,,,,,1,,,,,,2,
R_6GkPcrx48rNdi02,,2,,,,,,,,,,1,,,,,,,4,1,5,,,3,2,,,,,,,,2,,,,1,,,,,,3,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,2,,,3,,,,,1,,,,,,,2,,,,,,,,1,,
R_3OYCy4lj7Zx9KP7,,,,4,5,1,,3,2,,,,,,,,,1,,,,5,,,,4,,3,,2,,2,,,,,,,,1,,3,,5,,4,2,3,4,8,,13,,7,15,,6,9,14,,,,11,10,1,,5,,12,,,,,,7,,,,,5,,,,3,6,,,,,1,,2,,4,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,1,,,5,3,,,2,,,1,4,,6,,,7,,,2,,,1,,,,,,,,
R_30dw0zlGaMofGvq,,,,1,2,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,2,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,2,,,,,,1,
R_61dZ04VG4rUSFzS,,,,2,1,3,,,,,,,,,,,,2,,,,1,,,,,,,,,,2,,,,,,,,,,1,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,2,,,,,1,,,,,,,1,,,,,,,,2,,
R_1PYPbpISYI7Cdjl,,2,,7,1,3,,,6,4,,5,,,,,,1,,,,4,,,,3,,2,,,,,,,,,,2,,,,,,3,1,4,1,,10,11,,,,,,,,2,3,,,,4,,5,7,9,6,8,,,2,,,,,11,7,4,1,8,,,5,10,9,,3,,,,,,6,,,,,2,1,,,,,,,,,,,,,,,,,,,5,2,,4,,3,1,,,,,6,,,,,1,,2,,,6,4,3,,,5,,,,,,,,,,,,1,,,2
R_3W6acGyrsvHPFh7,,,1,,,,4,,,,2,,3,,,,,,1,5,6,,3,2,4,,,,,,,2,,,,,,,,,,1,,4,3,5,1,,9,,,,,,,,,8,6,,,,7,3,2,4,,,5,,,,,7,,,,6,3,5,2,,,,4,,,,,,1,,,,,4,,,1,2,3,,,,,,,7,,6,,,,,,8,,5,,2,,3,6,,,4,5,,,1,,,3,,2,,,1,,,,,4,,,,,,,,,,4,,,2,,,3,1
R_51hSutCC3Dndxlx,,1,,,,,,,,,,2,,,,,,,2,1,3,,,,,,,,,,,,3,,,,1,,,,2,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,3,,,2,,,,,,,,,,1,,,,,,,,,1,,,,2,,,,,,,,,2,,,1,,,,,,,,,,2,,,,,,,,1,,
R_55Wuj1KnzjDtOMS,,,,,,,1,,,,3,,,,4,2,4,,2,3,1,,,,,,,,,,,,1,,,,,2,,,,3,,4,,,,,3,4,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,3,,4,,,2,1,,,,,,,,,,,,,,,3,,1,,,,,2,,,,,,,,4,,4,,,,1,,2,,,3,,,,2,,,1,,,,,3,,,4,,,,,,,3,,2,,,,,,1,4
R_7QVf4cGGT5fPNu1,,4,,,,,,,,,2,,,,3,1,,,1,2,3,,,,,,,,,,,,2,,,,3,,1,,,,,,,,5,,,,,,,,1,,,3,2,,,,,,4,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,2,,,,,,,1,,,2,,,,,,,,,2,,,1,,,,,,,,
R_1mfJHUNC3RHwTD0,,,,1,2,3,,,4,,,,,,,,,3,,,,2,,,,1,,,,,,4,,,,,,5,,2,,6,3,8,1,7,14,,9,13,,,7,6,10,,8,,12,,,2,5,,1,4,3,,11,,,3,,,,,,,,1,,,,,,,,,,,,2,,,,,,,1,4,,,,,,6,,7,5,,,3,,,,,,2,,7,,,2,,3,5,4,1,,,6,8,2,,3,,,4,,,,,1,,,,,,,2,,,,,,,,1,,
R_5PyYg3BXyzZyTr6,,1,,,,,,,,,,2,,,,,,1,,,,,,,,2,,,,,,,,1,,,,,2,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,2,,,,,,,,1,,,1,,,,,,,,,,2,,,,,,,,1,,,2,,,,,,
R_6Djr0eXhw3x5n8l,,,,3,,1,2,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,2,,,,1,1,,4,,,,,,,,,2,3,,,,,,,,,,,,,,,2,,,3,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,,,1,,,,,,,2,3,,,,,,,,2,,,1,,,,,,,,,,,,1,,,2,,,,,,,
R_6CWFqEiFWweC4w1,,,,2,3,1,,,,,,,,,,,,2,,,,1,3,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,1,,,,,,,,3,,,,2,,,,,,4,,,,,,,,5,,,,,,,,,3,,2,,,1,4,,,,,,,,,1,,,2,,,,,3,,,,,,,,2,,,1,,,,,,,,,,1,,,,,,,,2,,
R_5xysi06ktHAC0Zu,,,,1,2,,,,,,,,,,,,,,,,,1,,,,2,,,,,,1,,,,,,,,,,,,,,2,2,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,2,,,,,1,,,,,,,,,,,,1,,,,,,,2,,,,,2,,,,,,,,,,,,1
R_3Gx3qNOldCCw8ch,,,,1,4,2,,,3,5,,,,,,,1,,,,,,3,,,,2,7,6,5,4,,2,,,,3,,,,1,,,,,,14,13,,9,,,5,4,3,1,6,,12,,,10,,,2,11,8,,7,,,,4,,,,,,,,,3,,5,,,1,2,,,,,,,,,,,3,1,,,,,,,,,4,,,,,,,5,,2,3,,,1,,,,,,,,2,,,,2,4,,,3,,,,,1,,5,,,,,,3,,6,5,4,2,,,,1
R_7nUdEkwaguBqdNQ,,,1,,,,2,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,2,1,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,1,,,2,,,,,,,,2,,,,,,,,,,,,1,,,2,,,1,,,,,,,,
R_65mQ5sIzHyz80r7,,,3,,,,1,,,,2,,4,,,,5,,7,6,3,,2,1,4,,,,,,,,,,,,,,,,,1,,3,2,4,1,,,14,,,2,15,12,,,10,3,,8,6,11,7,4,9,13,,5,,,1,,,3,7,,,,5,,,,4,,,,,,,,2,,6,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,3,,2,,,,,,,1,,,,,,3,,6,5,8,,4,1,,7,9,,2
R_71nhAQdMKQO9eTf,,2,,,,,,,,,,1,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,2,1,1,,,,,,,,,,,,2,,,,,,4,,,,3,,,,,,,,,,,,,2,,,,,3,1,,,,,,,,,,,,,,2,,,1,,,,,,,,,,3,,,,,,,,3,,,2,1,,,,,,,,,2,,,,,,,,1,,,2,,,,,1,,,,,,,,
R_1qaRn1Qz7MRsF8R,,,,5,1,2,,,3,4,,,,,,,1,2,,,,5,4,,,3,,,,,,,,,,,,,,,,2,4,5,3,1,1,2,12,4,,,3,,7,,,10,8,,,6,,,9,5,,,11,,,,,,8,6,,4,,3,9,,,7,1,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,2,2,,7,5,,6,,,,1,4,3,,,,,,,,,2,,,,,,,1,,1,,,4,,,3,5,,,,2,
